date,close,bh_equity,flagship_equity,flagship_position,bh_drawdown,flagship_drawdown
2003-06-26,30.2200,0.591557,1.363435,1,-0.743638,-0.022639
2003-06-27,29.8300,0.583923,1.345839,1,-0.746946,-0.035252
2003-06-30,29.9500,0.586272,1.351253,1,-0.745928,-0.031371
2003-07-01,30.3500,0.594102,1.369300,1,-0.742535,-0.018435
2003-07-02,30.9700,0.606238,1.397272,1,-0.737275,0.000000
2003-07-03,30.5800,0.598604,1.379677,1,-0.740584,-0.012593
2003-07-07,31.8900,0.624247,1.438780,1,-0.729471,0.000000
2003-07-08,32.2800,0.631881,1.456376,1,-0.726162,0.000000
2003-07-09,32.2000,0.630315,1.452766,1,-0.726841,-0.002478
2003-07-10,31.6000,0.618570,1.425696,1,-0.731931,-0.021066
2003-07-11,31.8400,0.623268,1.436524,1,-0.729895,-0.013631
2003-07-14,32.2200,0.630707,1.453669,1,-0.726671,-0.001859
2003-07-15,32.2600,0.631490,1.455473,1,-0.726332,-0.000620
2003-07-16,32.1600,0.629532,1.450962,1,-0.727180,-0.003717
2003-07-17,31.1800,0.610349,1.406747,1,-0.735494,-0.034077
2003-07-18,31.2800,0.612306,1.411259,1,-0.734645,-0.030979
2003-07-21,30.8800,0.604476,1.393212,1,-0.738039,-0.043371
2003-07-22,31.3400,0.613481,1.413966,1,-0.734136,-0.029120
2003-07-23,31.6000,0.618570,1.425696,1,-0.731931,-0.021066
2003-07-24,31.1800,0.610349,1.406747,1,-0.735494,-0.034077
2003-07-25,31.8000,0.622485,1.434720,1,-0.730234,-0.014870
2003-07-28,31.8900,0.624247,1.438780,1,-0.729471,-0.012082
2003-07-29,31.6500,0.619549,1.427952,1,-0.731507,-0.019517
2003-07-30,31.4200,0.615047,1.417575,1,-0.733458,-0.026642
2003-07-31,31.8000,0.622485,1.434720,1,-0.730234,-0.014870
2003-08-01,31.4600,0.615830,1.419380,1,-0.733118,-0.025403
2003-08-04,31.4500,0.615634,1.418929,1,-0.733203,-0.025713
2003-08-05,30.2100,0.591361,1.362984,1,-0.743722,-0.064126
2003-08-06,30.1900,0.590970,1.362081,1,-0.743892,-0.064746
2003-08-07,30.3100,0.593319,1.367495,1,-0.742874,-0.061029
2003-08-08,30.0700,0.588621,1.356667,1,-0.744910,-0.068463
2003-08-11,30.4000,0.595080,1.371556,1,-0.742111,-0.058240
2003-08-12,30.8600,0.604085,1.392310,1,-0.738208,-0.043990
2003-08-13,30.8700,0.604281,1.392761,1,-0.738124,-0.043680
2003-08-14,30.9000,0.604868,1.394114,1,-0.737869,-0.042751
2003-08-15,31.1700,0.610153,1.406296,1,-0.735579,-0.034387
2003-08-18,31.9700,0.625813,1.442389,1,-0.728792,-0.009603
2003-08-19,32.3700,0.633643,1.460436,1,-0.725399,0.000000
2003-08-20,32.2900,0.632077,1.456827,1,-0.726077,-0.002471
2003-08-21,32.6400,0.638928,1.472618,1,-0.723108,0.000000
2003-08-22,32.4400,0.635013,1.463594,1,-0.724805,-0.006127
2003-08-25,32.5100,0.636384,1.466753,1,-0.724211,-0.003983
2003-08-26,32.5400,0.636971,1.468106,1,-0.723957,-0.003064
2003-08-27,32.8000,0.642060,1.479836,1,-0.721751,0.000000
2003-08-28,33.0900,0.647737,1.492920,1,-0.719291,0.000000
2003-08-29,33.3900,0.653610,1.506455,1,-0.716746,0.000000
2003-09-02,33.8700,0.663006,1.528112,1,-0.712674,0.000000
2003-09-03,33.8500,0.662614,1.527209,1,-0.712844,-0.000590
2003-09-04,34.1600,0.668682,1.541196,1,-0.710214,0.000000
2003-09-05,33.9400,0.664376,1.531270,1,-0.712080,-0.006440
2003-09-08,34.5000,0.675338,1.556535,1,-0.707329,0.000000
2003-09-09,34.0900,0.667312,1.538037,1,-0.710808,-0.011884
2003-09-10,33.2700,0.651261,1.501041,1,-0.717764,-0.035652
2003-09-11,33.6400,0.658503,1.517735,1,-0.714625,-0.024928
2003-09-12,33.8200,0.662027,1.525856,1,-0.713098,-0.019710
2003-09-15,33.4900,0.655567,1.510967,1,-0.715898,-0.029275
2003-09-16,34.4000,0.673380,1.552024,1,-0.708178,-0.002899
2003-09-17,34.2600,0.670640,1.545707,1,-0.709365,-0.006957
2003-09-18,34.7800,0.680819,1.569168,1,-0.704954,0.000000
2003-09-19,34.5800,0.676904,1.560145,1,-0.706651,-0.005750
2003-09-22,33.9200,0.663984,1.530367,1,-0.712250,-0.024727
2003-09-23,34.5200,0.675729,1.557438,1,-0.707160,-0.007476
2003-09-24,33.2200,0.650282,1.498786,1,-0.718188,-0.044853
2003-09-25,32.7900,0.641865,1.479385,1,-0.721836,-0.057217
2003-09-26,32.5800,0.637754,1.469911,1,-0.723617,-0.063255
2003-09-29,33.1400,0.648716,1.495176,1,-0.718867,-0.047154
2003-09-30,32.4200,0.634622,1.462692,1,-0.724975,-0.067855
2003-10-01,33.1500,0.648912,1.495627,1,-0.718782,-0.046866
2003-10-02,33.2600,0.651065,1.500590,1,-0.717849,-0.043703
2003-10-03,34.1900,0.669270,1.542549,1,-0.709959,-0.016964
2003-10-06,34.4400,0.674163,1.553828,1,-0.707838,-0.009776
2003-10-07,34.6500,0.678274,1.563303,1,-0.706057,-0.003738
2003-10-08,34.4300,0.673968,1.553377,1,-0.707923,-0.010063
2003-10-09,34.6900,0.679057,1.565108,1,-0.705718,-0.002588
2003-10-10,35.0100,0.685321,1.579545,1,-0.703003,0.000000
2003-10-13,35.2400,0.689823,1.589922,1,-0.701052,0.000000
2003-10-14,35.3300,0.691585,1.593982,1,-0.700288,0.000000
2003-10-15,35.1800,0.688649,1.587215,1,-0.701561,-0.004246
2003-10-16,35.4600,0.694130,1.599848,1,-0.699186,0.000000
2003-10-17,34.6100,0.677491,1.561498,1,-0.706396,-0.023971
2003-10-20,35.0400,0.685908,1.580898,1,-0.702749,-0.011844
2003-10-21,35.2500,0.690019,1.590373,1,-0.700967,-0.005922
2003-10-22,34.5700,0.676708,1.559694,1,-0.706736,-0.025099
2003-10-23,34.1700,0.668878,1.541647,1,-0.710129,-0.036379
2003-10-24,34.2000,0.669465,1.543000,1,-0.709874,-0.035533
2003-10-27,34.2100,0.669661,1.543451,1,-0.709790,-0.035251
2003-10-28,35.3600,0.692172,1.595336,1,-0.700034,-0.002820
2003-10-29,35.3200,0.691389,1.593531,1,-0.700373,-0.003948
2003-10-30,35.3900,0.692760,1.596689,1,-0.699779,-0.001974
2003-10-31,35.1800,0.688649,1.587215,1,-0.701561,-0.007896
2003-11-03,35.7600,0.700002,1.613383,1,-0.696641,0.000000
2003-11-04,35.5200,0.695304,1.602555,1,-0.698677,-0.006711
2003-11-05,35.8400,0.701568,1.616992,1,-0.695962,0.000000
2003-11-06,35.9400,0.703526,1.621504,1,-0.695114,0.000000
2003-11-07,35.6300,0.697458,1.607517,1,-0.697743,-0.008625
2003-11-10,35.1900,0.688845,1.587666,1,-0.701476,-0.020868
2003-11-11,35.0600,0.686300,1.581801,1,-0.702579,-0.024485
2003-11-12,35.8100,0.700981,1.615639,1,-0.696216,-0.003617
2003-11-13,35.7700,0.700198,1.613834,1,-0.696556,-0.004730
2003-11-14,35.0400,0.685908,1.580898,1,-0.702749,-0.025042
2003-11-17,34.6800,0.678861,1.564656,1,-0.705803,-0.035058
2003-11-18,33.8800,0.663201,1.528563,1,-0.712589,-0.057318
2003-11-19,34.2100,0.669661,1.543451,1,-0.709790,-0.048136
2003-11-20,33.8800,0.663201,1.528563,1,-0.712589,-0.057318
2003-11-21,34.2300,0.670053,1.544354,1,-0.709620,-0.047579
2003-11-24,35.1800,0.688649,1.587215,1,-0.701561,-0.021146
2003-11-25,35.1800,0.688649,1.587215,1,-0.701561,-0.021146
2003-11-26,35.3400,0.691781,1.594434,1,-0.700204,-0.016694
2003-11-28,35.3800,0.692564,1.596238,1,-0.699864,-0.015582
2003-12-01,35.9000,0.702743,1.619699,1,-0.695453,-0.001113
2003-12-02,35.7000,0.698828,1.610676,1,-0.697150,-0.006678
2003-12-03,35.2500,0.690019,1.590373,1,-0.700967,-0.019199
2003-12-04,35.6300,0.697458,1.607517,1,-0.697743,-0.008625
2003-12-05,35.0400,0.685908,1.580898,1,-0.702749,-0.025042
2003-12-08,35.2300,0.689628,1.589471,1,-0.701137,-0.019755
2003-12-09,34.4300,0.673968,1.553377,1,-0.707923,-0.042014
2003-12-10,34.5600,0.676512,1.559242,1,-0.706820,-0.038397
2003-12-11,35.3000,0.690998,1.592629,1,-0.700543,-0.017807
2003-12-12,35.2400,0.689823,1.589922,1,-0.701052,-0.019477
2003-12-15,34.7800,0.680819,1.569168,1,-0.704954,-0.032276
2003-12-16,34.8500,0.682189,1.572326,1,-0.704360,-0.030328
2003-12-17,34.9100,0.683364,1.575033,1,-0.703851,-0.028659
2003-12-18,35.5600,0.696087,1.604359,1,-0.698337,-0.010573
2003-12-19,35.4600,0.694130,1.599848,1,-0.699186,-0.013356
2003-12-22,35.5700,0.696283,1.604810,1,-0.698252,-0.010295
2003-12-23,35.8400,0.701568,1.616992,1,-0.695962,-0.002782
2003-12-24,35.9000,0.702743,1.619699,1,-0.695453,-0.001113
2003-12-26,35.8500,0.701764,1.617443,1,-0.695877,-0.002504
2003-12-29,36.4400,0.713313,1.644062,1,-0.690872,0.000000
2003-12-30,36.5600,0.715662,1.649476,1,-0.689854,0.000000
2003-12-31,36.4600,0.713705,1.644965,1,-0.690702,-0.002735
2004-01-02,36.3600,0.711747,1.640453,1,-0.691551,-0.005470
2004-01-05,37.0900,0.726037,1.673388,1,-0.685358,0.000000
2004-01-06,37.3400,0.730931,1.684668,1,-0.683237,0.000000
2004-01-07,37.6800,0.737586,1.700007,1,-0.680353,0.000000
2004-01-08,37.9800,0.743459,1.713542,1,-0.677808,0.000000
2004-01-09,37.7300,0.738565,1.702263,1,-0.679929,-0.006582
2004-01-12,38.3300,0.750310,1.729333,1,-0.674839,0.000000
2004-01-13,37.9500,0.742872,1.712189,1,-0.678062,-0.009914
2004-01-14,38.0800,0.745416,1.718054,1,-0.676960,-0.006522
2004-01-15,38.1800,0.747374,1.722566,1,-0.676111,-0.003913
2004-01-16,38.5700,0.755008,1.740161,1,-0.672803,0.000000
2004-01-20,38.5400,0.754421,1.738808,1,-0.673057,-0.000778
2004-01-21,38.3800,0.751289,1.731589,1,-0.674415,-0.004926
2004-01-22,38.1500,0.746787,1.721212,1,-0.676366,-0.010889
2004-01-23,38.0100,0.744046,1.714896,1,-0.677553,-0.014519
2004-01-26,38.5900,0.755400,1.741064,1,-0.672633,0.000000
2004-01-27,37.7400,0.738761,1.702714,1,-0.679844,-0.022026
2004-01-28,37.1000,0.726233,1.673839,1,-0.685273,-0.038611
2004-01-29,37.2400,0.728973,1.680156,1,-0.684086,-0.034983
2004-01-30,37.0700,0.725646,1.672486,1,-0.685528,-0.039388
2004-02-02,36.9700,0.723688,1.667974,1,-0.686376,-0.041980
2004-02-03,36.9300,0.722905,1.666170,1,-0.686715,-0.043016
2004-02-04,36.3300,0.711160,1.639099,1,-0.691805,-0.058564
2004-02-05,36.4700,0.713901,1.645416,1,-0.690618,-0.054937
2004-02-06,37.1300,0.726820,1.675193,1,-0.685019,-0.037834
2004-02-09,37.1200,0.726624,1.674742,1,-0.685103,-0.038093
2004-02-10,37.1800,0.727799,1.677449,1,-0.684595,-0.036538
2004-02-11,37.5800,0.735629,1.695496,1,-0.681201,-0.026173
2004-02-12,37.2400,0.728973,1.680156,1,-0.684086,-0.034983
2004-02-13,36.9400,0.723101,1.666621,1,-0.686630,-0.042757
2004-02-17,37.4400,0.732888,1.689179,1,-0.682389,-0.029800
2004-02-18,37.5500,0.735042,1.694142,1,-0.681456,-0.026950
2004-02-19,36.9800,0.723884,1.668425,1,-0.686291,-0.041721
2004-02-20,36.8600,0.721535,1.663011,1,-0.687309,-0.044830
2004-02-23,36.4500,0.713509,1.644513,1,-0.690787,-0.055455
2004-02-24,36.3600,0.711747,1.640453,1,-0.691551,-0.057787
2004-02-25,36.5800,0.716054,1.650379,1,-0.689684,-0.052086
2004-02-26,36.6700,0.717816,1.654439,1,-0.688921,-0.049754
2004-02-27,36.5700,0.715858,1.649927,1,-0.689769,-0.052345
2004-03-01,37.0500,0.725254,1.671584,1,-0.685697,-0.039907
2004-03-02,36.6200,0.716837,1.652183,1,-0.689345,-0.051049
2004-03-03,36.4200,0.712922,1.643160,1,-0.691042,-0.056232
2004-03-04,36.7600,0.719577,1.658500,1,-0.688157,-0.047422
2004-03-05,36.6300,0.717033,1.652634,1,-0.689260,-0.050790
2004-03-08,35.7700,0.700198,1.613834,1,-0.696556,-0.073076
2004-03-09,35.6600,0.698045,1.608871,1,-0.697489,-0.075926
2004-03-10,35.1900,0.688845,1.587666,1,-0.701476,-0.088106
2004-03-11,34.8700,0.682581,1.573229,1,-0.704191,-0.096398
2004-03-12,35.5100,0.695109,1.602103,1,-0.698761,-0.079813
2004-03-15,34.8900,0.682972,1.574131,1,-0.704021,-0.095880
2004-03-16,34.9500,0.684147,1.576838,1,-0.703512,-0.094325
2004-03-17,35.5000,0.694913,1.601652,1,-0.698846,-0.080073
2004-03-18,35.3400,0.691781,1.594434,1,-0.700204,-0.084219
2004-03-19,34.7500,0.680232,1.567815,1,-0.705209,-0.099508
2004-03-22,34.3100,0.671619,1.547963,1,-0.708941,-0.110910
2004-03-23,34.0300,0.666138,1.535330,1,-0.711317,-0.118165
2004-03-24,34.4200,0.673772,1.552926,1,-0.708008,-0.108059
2004-03-25,35.3400,0.691781,1.594434,1,-0.700204,-0.084219
2004-03-26,35.2200,0.689432,1.589020,1,-0.701222,-0.087328
2004-03-29,35.7900,0.700590,1.614736,1,-0.696386,-0.072558
2004-03-30,35.9100,0.702939,1.620150,1,-0.695368,-0.069448
2004-03-31,35.8400,0.701568,1.616992,1,-0.695962,-0.071262
2004-04-01,36.1600,0.707832,1.631429,1,-0.693247,-0.062970
2004-04-02,37.1000,0.726233,1.673839,1,-0.685273,-0.038611
2004-04-05,37.4500,0.733084,1.689630,1,-0.682304,-0.029541
2004-04-06,36.9800,0.723884,1.668425,1,-0.686291,-0.041721
2004-04-07,36.9400,0.723101,1.666621,1,-0.686630,-0.042757
2004-04-08,36.9400,0.723101,1.666621,1,-0.686630,-0.042757
2004-04-12,37.1700,0.727603,1.676998,1,-0.684679,-0.036797
2004-04-13,36.6300,0.717033,1.652634,1,-0.689260,-0.050790
2004-04-14,36.8100,0.720556,1.660756,1,-0.687733,-0.046126
2004-04-15,36.1500,0.707637,1.630978,1,-0.693332,-0.063229
2004-04-16,36.0900,0.706462,1.628271,1,-0.693841,-0.064784
2004-04-19,36.5300,0.715075,1.648123,1,-0.690109,-0.053382
2004-04-20,35.6800,0.698436,1.609773,1,-0.697319,-0.075408
2004-04-21,35.9900,0.704505,1.623760,1,-0.694690,-0.067375
2004-04-22,36.9200,0.722709,1.665718,1,-0.686800,-0.043275
2004-04-23,37.2100,0.728386,1.678802,1,-0.684340,-0.035761
2004-04-26,36.9400,0.723101,1.666621,1,-0.686630,-0.042757
2004-04-27,36.8700,0.721731,1.663463,1,-0.687224,-0.044571
2004-04-28,36.2000,0.708615,1.633234,1,-0.692908,-0.061933
2004-04-29,35.6400,0.697653,1.607969,1,-0.697659,-0.076445
2004-04-30,34.7700,0.680623,1.568717,1,-0.705039,-0.098989
2004-05-03,35.1000,0.687083,1.583606,1,-0.702240,-0.090438
2004-05-04,35.2500,0.690019,1.590373,1,-0.700967,-0.086551
2004-05-05,35.5300,0.695500,1.603006,1,-0.698592,-0.079295
2004-05-06,35.2600,0.690215,1.590824,1,-0.700882,-0.086292
2004-05-07,34.9700,0.684538,1.577740,1,-0.703342,-0.093807
2004-05-10,34.6700,0.678666,1.564205,1,-0.705887,-0.101581
2004-05-11,35.1900,0.688845,1.587666,1,-0.701476,-0.088106
2004-05-12,35.2600,0.690215,1.590824,1,-0.700882,-0.086292
2004-05-13,35.0100,0.685321,1.579545,1,-0.703003,-0.092770
2004-05-14,34.7500,0.680232,1.567815,1,-0.705209,-0.099508
2004-05-17,34.4200,0.673772,1.552926,1,-0.708008,-0.108059
2004-05-18,34.7300,0.679840,1.566912,1,-0.705378,-0.100026
2004-05-19,34.6900,0.679057,1.565108,1,-0.705718,-0.101062
2004-05-20,34.8500,0.682189,1.572326,1,-0.704360,-0.096916
2004-05-21,35.0200,0.685517,1.579996,1,-0.702918,-0.092511
2004-05-24,35.2600,0.690215,1.590824,1,-0.700882,-0.086292
2004-05-25,35.9600,0.703917,1.622406,1,-0.694944,-0.068152
2004-05-26,36.1900,0.708420,1.632783,1,-0.692993,-0.062192
2004-05-27,36.4200,0.712922,1.643160,1,-0.691042,-0.056232
2004-05-28,36.5500,0.715467,1.649025,1,-0.689939,-0.052863
2004-06-01,36.5000,0.714488,1.646769,1,-0.690363,-0.054159
2004-06-02,36.4200,0.712922,1.643160,1,-0.691042,-0.056232
2004-06-03,35.9800,0.704309,1.623308,1,-0.694774,-0.067634
2004-06-04,36.1900,0.708420,1.632783,1,-0.692993,-0.062192
2004-06-07,37.0500,0.725254,1.671584,1,-0.685697,-0.039907
2004-06-08,37.1000,0.726233,1.673839,1,-0.685273,-0.038611
2004-06-09,36.5800,0.716054,1.650379,1,-0.689684,-0.052086
2004-06-10,36.8400,0.721143,1.662109,1,-0.687479,-0.045349
2004-06-14,36.3200,0.710964,1.638648,1,-0.691890,-0.058824
2004-06-15,36.7900,0.720165,1.659853,1,-0.687903,-0.046644
2004-06-16,36.7300,0.718990,1.657146,1,-0.688412,-0.048199
2004-06-17,36.3900,0.712335,1.641806,1,-0.691296,-0.057010
2004-06-18,36.4400,0.713313,1.644062,1,-0.690872,-0.055714
2004-06-21,36.1500,0.707637,1.630978,1,-0.693332,-0.063229
2004-06-22,36.6800,0.718011,1.654890,1,-0.688836,-0.049495
2004-06-23,37.1200,0.726624,1.674742,1,-0.685103,-0.038093
2004-06-24,37.0500,0.725254,1.671584,1,-0.685697,-0.039907
2004-06-25,37.3300,0.730735,1.684216,1,-0.683322,-0.032651
2004-06-28,37.0200,0.724667,1.670230,1,-0.685952,-0.040684
2004-06-29,37.3700,0.731518,1.686021,1,-0.682983,-0.031614
2004-06-30,37.7400,0.738761,1.702714,1,-0.679844,-0.022026
2004-07-01,37.0400,0.725058,1.671132,1,-0.685782,-0.040166
2004-07-02,36.8200,0.720752,1.661207,1,-0.687648,-0.045867
2004-07-06,36.0300,0.705288,1.625564,1,-0.694350,-0.066338
2004-07-07,36.1000,0.706658,1.628722,1,-0.693756,-0.064524
2004-07-08,35.7000,0.698828,1.610676,1,-0.697150,-0.074890
2004-07-09,35.7500,0.699807,1.612932,1,-0.696725,-0.073594
2004-07-12,35.6000,0.696870,1.606164,1,-0.697998,-0.077481
2004-07-13,35.5500,0.695892,1.603908,1,-0.698422,-0.078777
2004-07-14,35.1900,0.688845,1.587666,1,-0.701476,-0.088106
2004-07-15,35.0700,0.686496,1.582252,1,-0.702494,-0.091215
2004-07-16,34.6700,0.678666,1.564205,1,-0.705887,-0.101581
2004-07-19,34.6000,0.677295,1.561047,1,-0.706481,-0.103395
2004-07-20,35.4300,0.693543,1.598494,1,-0.699440,-0.081886
2004-07-21,34.4000,0.673380,1.552024,1,-0.708178,-0.108577
2004-07-22,34.8700,0.682581,1.551489,0,-0.704191,-0.108884
2004-07-23,34.2100,0.669661,1.551731,0,-0.709790,-0.108746
2004-07-26,34.0600,0.666725,1.551972,0,-0.711062,-0.108607
2004-07-27,34.5300,0.675925,1.552214,0,-0.707075,-0.108468
2004-07-28,34.3800,0.672989,1.552455,0,-0.708347,-0.108329
2004-07-29,34.7800,0.680819,1.552697,0,-0.704954,-0.108191
2004-07-30,34.8900,0.682972,1.552939,0,-0.704021,-0.108052
2004-08-02,34.9600,0.684342,1.553180,0,-0.703427,-0.107913
2004-08-03,34.2300,0.670053,1.553422,0,-0.709620,-0.107774
2004-08-04,34.2400,0.670248,1.553664,0,-0.709535,-0.107635
2004-08-05,33.6000,0.657720,1.553906,0,-0.714964,-0.107496
2004-08-06,32.7200,0.640494,1.554148,0,-0.722430,-0.107357
2004-08-09,32.8000,0.642060,1.554389,0,-0.721751,-0.107219
2004-08-10,33.2100,0.650086,1.554631,0,-0.718273,-0.107080
2004-08-11,32.9200,0.644409,1.554873,0,-0.720733,-0.106941
2004-08-12,32.4700,0.635601,1.555115,0,-0.724550,-0.106802
2004-08-13,32.5200,0.636579,1.555357,0,-0.724126,-0.106663
2004-08-16,32.8900,0.643822,1.555599,0,-0.720987,-0.106524
2004-08-17,33.2600,0.651065,1.555842,0,-0.717849,-0.106384
2004-08-18,33.8500,0.662614,1.556084,0,-0.712844,-0.106245
2004-08-19,33.6700,0.659091,1.556326,0,-0.714371,-0.106106
2004-08-20,34.0100,0.665746,1.556568,0,-0.711486,-0.105967
2004-08-23,34.0900,0.667312,1.556811,0,-0.710808,-0.105828
2004-08-24,34.0800,0.667116,1.557053,0,-0.710892,-0.105689
2004-08-25,34.5500,0.676317,1.557295,0,-0.706905,-0.105550
2004-08-26,34.4000,0.673380,1.557538,0,-0.708178,-0.105410
2004-08-27,34.5600,0.676512,1.557780,0,-0.706820,-0.105271
2004-08-30,33.9800,0.665159,1.558022,0,-0.711741,-0.105132
2004-08-31,34.0200,0.665942,1.558265,0,-0.711401,-0.104993
2004-09-01,34.2700,0.670836,1.558508,0,-0.709281,-0.104853
2004-09-02,34.7800,0.680819,1.558750,0,-0.704954,-0.104714
2004-09-03,34.1400,0.668291,1.558993,0,-0.710383,-0.104575
2004-09-07,34.4300,0.673968,1.559235,0,-0.707923,-0.104435
2004-09-08,34.3000,0.671423,1.559478,0,-0.709026,-0.104296
2004-09-09,34.5900,0.677100,1.559721,0,-0.706566,-0.104156
2004-09-10,35.1200,0.687474,1.559964,0,-0.702070,-0.104017
2004-09-13,35.5800,0.696479,1.560206,0,-0.698168,-0.103877
2004-09-14,35.6300,0.697458,1.560449,0,-0.697743,-0.103738
2004-09-15,35.2500,0.690019,1.560692,0,-0.700967,-0.103599
2004-09-16,35.3200,0.691389,1.560935,0,-0.700373,-0.103459
2004-09-17,35.4300,0.693543,1.561178,0,-0.699440,-0.103319
2004-09-20,35.4300,0.693543,1.561421,0,-0.699440,-0.103180
2004-09-21,35.5700,0.696283,1.561664,0,-0.698252,-0.103040
2004-09-22,34.9500,0.684147,1.561907,0,-0.703512,-0.102901
2004-09-23,34.9200,0.683559,1.562150,0,-0.703767,-0.102761
2004-09-24,34.8000,0.681210,1.562393,0,-0.704785,-0.102621
2004-09-27,34.5000,0.675338,1.562637,0,-0.707329,-0.102482
2004-09-28,34.5700,0.676708,1.562880,0,-0.706736,-0.102342
2004-09-29,35.0800,0.686691,1.563123,0,-0.702409,-0.102202
2004-09-30,35.1400,0.687866,1.563366,0,-0.701900,-0.102063
2004-10-01,36.1000,0.706658,1.563610,0,-0.693756,-0.101923
2004-10-04,36.3100,0.710769,1.563853,0,-0.691975,-0.101783
2004-10-05,36.3600,0.711747,1.564096,0,-0.691551,-0.101643
2004-10-06,36.6500,0.717424,1.564340,0,-0.689091,-0.101503
2004-10-07,36.2400,0.709398,1.564583,0,-0.692569,-0.101363
2004-10-08,35.5800,0.696479,1.564827,0,-0.698168,-0.101224
2004-10-11,35.7500,0.699807,1.565071,0,-0.696725,-0.101084
2004-10-12,35.6900,0.698632,1.565314,0,-0.697234,-0.100944
2004-10-13,35.6100,0.697066,1.565558,0,-0.697913,-0.100804
2004-10-14,35.4500,0.693934,1.565801,0,-0.699270,-0.100664
