date,close
1921-10-27,78.4514
1921-10-28,78.5371
1921-10-31,78.7942
1921-11-01,78.8799
1921-11-02,78.9656
1921-11-03,79.0513
1921-11-04,79.1370
1921-11-07,79.3941
1921-11-08,79.4798
1921-11-09,79.5655
1921-11-10,79.6512
1921-11-11,79.7369
1921-11-14,79.9939
1921-11-15,80.0796
1921-11-16,80.1597
1921-11-17,80.2399
1921-11-18,80.3200
1921-11-21,80.5603
1921-11-22,80.6405
1921-11-23,80.7206
1921-11-24,80.8007
1921-11-25,80.8808
1921-11-28,81.1212
1921-11-29,81.2013
1921-11-30,81.2814
1921-12-01,81.3615
1921-12-02,81.4416
1921-12-05,81.6820
1921-12-06,81.7621
1921-12-07,81.8422
1921-12-08,81.9223
1921-12-09,82.0024
1921-12-12,82.2428
1921-12-13,82.3229
1921-12-14,82.4030
1921-12-15,82.4831
1921-12-16,82.5811
1921-12-19,82.8749
1921-12-20,82.9728
1921-12-21,83.0708
1921-12-22,83.1687
1921-12-23,83.2666
1921-12-26,83.5604
1921-12-27,83.6584
1921-12-28,83.7563
1921-12-29,83.8543
1921-12-30,83.9522
1922-01-02,84.2460
1922-01-03,84.3439
1922-01-04,84.4419
1922-01-05,84.5398
1922-01-06,84.6377
1922-01-09,84.9316
1922-01-10,85.0295
1922-01-11,85.1274
1922-01-12,85.2254
1922-01-13,85.3233
1922-01-16,85.6212
1922-01-17,85.7232
1922-01-18,85.8252
1922-01-19,85.9272
1922-01-20,86.0293
1922-01-23,86.3353
1922-01-24,86.4373
1922-01-25,86.5393
1922-01-26,86.6414
1922-01-27,86.7434
1922-01-30,87.0494
1922-01-31,87.1514
1922-02-01,87.2535
1922-02-02,87.3555
1922-02-03,87.4575
1922-02-06,87.7635
1922-02-07,87.8656
1922-02-08,87.9676
1922-02-09,88.0696
1922-02-10,88.1716
1922-02-13,88.4777
1922-02-14,88.5797
1922-02-15,88.6817
1922-02-16,88.7856
1922-02-17,88.8895
1922-02-20,89.2013
1922-02-21,89.3052
1922-02-22,89.4091
1922-02-23,89.5130
1922-02-24,89.6169
1922-02-27,89.9286
1922-02-28,90.0325
1922-03-01,90.1365
1922-03-02,90.2404
1922-03-03,90.3443
1922-03-06,90.6560
1922-03-07,90.7599
1922-03-08,90.8638
1922-03-09,90.9677
1922-03-10,91.0717
1922-03-13,91.3834
1922-03-14,91.4873
1922-03-15,91.5912
1922-03-16,91.7014
1922-03-17,91.8116
1922-03-20,92.1421
1922-03-21,92.2523
1922-03-22,92.3625
1922-03-23,92.4726
1922-03-24,92.5828
1922-03-27,92.9134
1922-03-28,93.0235
1922-03-29,93.1337
1922-03-30,93.2439
1922-03-31,93.3541
1922-04-03,93.6846
1922-04-04,93.7948
1922-04-05,93.9050
1922-04-06,94.0151
1922-04-07,94.1253
1922-04-10,94.4559
1922-04-11,94.5660
1922-04-12,94.6762
1922-04-13,94.7864
1922-04-14,94.8966
1922-04-17,95.1670
1922-04-18,95.2471
1922-04-19,95.3272
1922-04-20,95.4073
1922-04-21,95.4874
1922-04-24,95.7278
1922-04-25,95.8079
1922-04-26,95.8880
1922-04-27,95.9681
1922-04-28,96.0483
1922-05-01,96.2886
1922-05-02,96.3687
1922-05-03,96.4489
1922-05-04,96.5290
