"Date","Value"
"10/30/2009",9712.73
"11/30/2009",10344.84
"12/31/2009",10428.05
"01/29/2010",10067.33
"02/26/2010",10325.26
"03/31/2010",10856.63
"04/30/2010",11008.61
"05/28/2010",10136.63
"06/30/2010",9774.02
"07/30/2010",10465.94
"08/31/2010",10014.72
"09/30/2010",10788.05
"10/29/2010",11118.49
"11/30/2010",11006.02
"12/31/2010",11577.51
"01/31/2011",11891.93
"02/28/2011",12226.34
"03/31/2011",12319.73
"04/29/2011",12810.54
"05/31/2011",12569.79
"06/30/2011",12414.34
"07/29/2011",12143.24
"08/31/2011",11613.53
"09/30/2011",10913.38
"10/31/2011",11955.01
"11/30/2011",12045.68
"12/30/2011",12217.56
"01/31/2012",12632.91
"02/29/2012",12952.07
"03/30/2012",13212.04
"04/30/2012",13213.63
"05/31/2012",12393.45
"06/29/2012",12880.09
"07/31/2012",13008.68
"08/31/2012",13090.84
"09/28/2012",13437.13
"10/31/2012",13096.46
"11/30/2012",13025.58
"12/31/2012",13104.14
"01/31/2013",13860.58
"02/28/2013",14054.49
"03/28/2013",14578.54
"04/30/2013",14839.8
"05/31/2013",15115.57
"06/28/2013",14909.6
"07/31/2013",15499.54
"08/30/2013",14810.31
"09/30/2013",15129.67
"10/31/2013",15545.75
"11/29/2013",16086.41
"12/31/2013",16576.66
"01/31/2014",15698.85
"02/28/2014",16321.71
"03/31/2014",16457.66
"04/30/2014",16580.84
"05/30/2014",16717.17
"06/30/2014",16826.6
"07/31/2014",16563.3
"08/29/2014",17098.45
"09/30/2014",17042.9
"10/31/2014",17390.52
"11/28/2014",17828.24
"12/31/2014",17823.07
"01/30/2015",17164.95
"02/27/2015",18132.7
"03/31/2015",17776.12
"04/30/2015",17840.52
"05/29/2015",18010.68
"06/30/2015",17619.51
"07/31/2015",17689.86
"08/31/2015",16528.03
"09/30/2015",16284.7
"10/30/2015",17663.54
"11/30/2015",17719.92
"12/31/2015",17425.03
"01/29/2016",16466.3
"02/29/2016",16516.5
"03/31/2016",17685.09
"04/29/2016",17773.64
"05/31/2016",17787.2
"06/30/2016",17929.99
"07/29/2016",18432.24
"08/31/2016",18400.88
"09/30/2016",18308.15
"10/31/2016",18142.42
"11/30/2016",19123.58
"12/30/2016",19762.6
"01/31/2017",19864.09
"02/28/2017",20812.24
"03/31/2017",20663.22
"04/28/2017",20940.51
"05/31/2017",21008.65
"06/30/2017",21349.63
"07/31/2017",21891.12
"08/31/2017",21948.1
"09/29/2017",22405.09
"10/31/2017",23377.24
"11/30/2017",24272.35
"12/29/2017",24719.22
"01/31/2018",26149.39
"02/28/2018",25029.2
"03/29/2018",24103.11
"04/30/2018",24163.15
"05/31/2018",24415.84
"06/29/2018",24271.41
"07/31/2018",25415.19
"08/31/2018",25964.82
"09/28/2018",26458.31
"10/31/2018",25115.76
"11/30/2018",25538.46
"12/31/2018",23327.46
"01/31/2019",24999.67
"02/28/2019",25916
"03/29/2019",25928.68
"04/30/2019",26592.91
"05/31/2019",24815.04
"06/28/2019",26599.96
"07/31/2019",26864.27
"08/30/2019",26403.28
"09/30/2019",26916.83
"10/31/2019",27046.23
"11/29/2019",28051.41
"12/31/2019",28538.44
"01/31/2020",28256.03
"02/28/2020",25409.36
"03/31/2020",21917.16
"04/30/2020",24345.72
"05/29/2020",25383.11
"06/30/2020",25812.88
"07/31/2020",26428.32
"08/31/2020",28430.05
"09/30/2020",27781.7
"10/30/2020",26501.6
"11/30/2020",29638.64
"12/31/2020",30606.48
"01/29/2021",29982.62
"02/26/2021",30932.37
"03/31/2021",32981.55
"04/30/2021",33874.85
"05/28/2021",34529.45
"06/30/2021",34502.51
"07/30/2021",34935.47
"08/31/2021",35360.73
"09/30/2021",33843.92
"10/29/2021",35819.56
"11/30/2021",34483.72
"12/31/2021",36338.3
"01/31/2022",35131.86
"02/28/2022",33892.6
"03/31/2022",34678.35
"04/29/2022",32977.21
"05/31/2022",32990.12
"06/30/2022",30775.43
"07/29/2022",32845.13
"08/31/2022",31510.43
"09/30/2022",28725.51
"10/31/2022",32732.95
"11/30/2022",34589.77
"12/31/2022",33147.25
"01/31/2023",34086.04
"02/28/2023",32656.7
"03/31/2023",33274.15
"04/28/2023",34098.16
"05/31/2023",32908.27
"06/30/2023",34407.6
"07/31/2023",35559.53
"08/31/2023",34721.91
"09/29/2023",33507.5
"10/31/2023",33052.87
"11/30/2023",35950.89
"12/29/2023",37689.54
"01/31/2024",38150.3
"02/29/2024",38996.39
"03/28/2024",39807.37
"04/30/2024",37815.92
"05/31/2024",38686.32
"06/28/2024",39118.86
"07/31/2024",40842.79
"08/30/2024",41563.08
"09/30/2024",42330.15
"10/31/2024",41763.46
"11/29/2024",44910.65
"12/31/2024",42544.22
"01/31/2025",44544.66
"02/28/2025",43840.91
"03/31/2025",42001.76
"04/30/2025",40669.36
"05/30/2025",42270.07
"06/30/2025",44094.77
"07/31/2025",44130.98
"08/29/2025",45544.88
"09/30/2025",46397.89
"10/31/2025",47562.87
"11/28/2025",47716.42
"12/31/2025",48063.29
"01/30/2026",48892.47
"02/27/2026",48977.92
"03/31/2026",46341.51
"04/30/2026",49652.14
"05/29/2026",51032.46
"06/23/2026",51666.84
